txns,ours (s),plume (s)
1024,0.011228,0.953514
2048,0.017453,1.379928
4096,0.03095,1.898738
8192,0.057344,2.679048
16384,0.10907,4.170959
32768,0.19632,6.517532
65536,0.357976,12.502916
131072,0.846375,33.432953
262144,2.051878,96.794787
524288,4.427828,485.866783
1048576,9.331554,1589.575111
