txns,ours (s),plume (s)
1024,0.010852,0.831748
2048,0.020011,1.324639
4096,0.02771,1.933751
8192,0.042834,2.658108
16384,0.096633,4.314897
32768,0.179885,6.778072
65536,0.334669,12.662355
131072,0.683147,37.218948
262144,1.451034,185.361068
524288,3.23912,760.27505
1048576,6.569315,2807.532081
