txns,ours (s),plume (s),dbcop (s)
1024,0.01953,0.998478,0.064581
2048,0.035387,1.430697,0.996321
4096,0.078365,1.989294,84.0606
8192,0.14279,3.331599,DNR
16384,0.275572,5.269632,DNR
32768,0.559954,12.487929,DNR
65536,1.280981,34.325245,DNR
131072,3.049403,151.88033,DNR
262144,7.190873,394.021499,DNR
524288,17.892869,1402.720481,DNR
1048576,45.791771,4982.423451,DNR
