txns,ours (s),plume (s)
1024,0.010415,0.856867
2048,0.017379,1.301587
4096,0.025723,1.572377
8192,0.037429,2.294632
16384,0.072938,3.493134
32768,0.1338,6.975391
65536,0.261009,16.52458
131072,0.429234,64.545055
262144,0.999365,177.195948
524288,1.826204,668.331986
1048576,4.330694,2154.791754
