txns,ours (s),plume (s)
1024,0.055555,1.950824
2048,0.073207,2.569011
4096,0.169414,3.981179
8192,0.261303,6.107591
16384,0.573921,10.154446
32768,1.214406,19.822447
65536,2.826813,37.897296
131072,6.103199,106.26838
262144,12.373116,411.888192
524288,23.651453,1016.995076
1048576,56.102477,DNF
