txns,ours (s),plume (s)
1024,0.067399,1.982299
2048,0.095166,2.736097
4096,0.183249,4.164703
8192,0.341333,6.714549
16384,0.550507,12.615176
32768,1.228103,24.836817
65536,2.809407,55.006127
131072,6.459559,158.718096
262144,13.020557,550.838206
524288,26.132879,5427.559463
1048576,56.617516,DNF
