txns,ours (s),plume (s)
50000,0.16666,17.3382
60000,0.225571,25.362072
70000,0.259314,27.133526
80000,0.297473,42.613955
90000,0.328538,49.319258
100000,0.35841,70.576776
110000,0.387177,92.527648
120000,0.416695,100.202328
130000,0.483999,119.844877
140000,0.499227,145.742573
