#txns,ours (s),plume (s)
1024,0.109159,1.639908
2048,0.161822,2.297739
4096,0.345474,3.928795
8192,0.633636,6.10331
16384,1.239451,9.793738
32768,2.571072,19.90685
65536,5.451833,62.05453
131072,11.365016,209.023254
262144,22.891623,550.77206
