#txns,ours (s),plume (s)
1024,0.137539,1.9623
2048,0.201651,2.473486
4096,0.356022,4.475615
8192,0.746499,6.820099
16384,1.388686,11.763892
32768,2.784857,23.92091
65536,6.172786,63.972783
131072,13.015037,150.69889
262144,26.535262,564.577456
