txns,actual_txns,sessions,events,keys,ops_per_txn
100000,96629,100,967280,1000,10
50000,42270,100,846380,1000,20
33333,28302,100,850050,1020,30
25000,20940,100,838560,1000,40
20000,17205,100,861200,1000,50
16666,14431,100,866820,1020,60
14285,12179,100,853510,1050,70
12500,11113,100,890000,1040,80
11111,9775,100,880740,1080,90
10000,8917,100,892600,1000,100
