txns,actual_txns,sessions,events,keys,ops_per_txn
100000,97702,100,978010,1000,10
50000,47789,100,956760,1000,20
33333,31334,100,941010,1020,30
25000,23529,100,942120,1000,40
20000,18577,100,929800,1000,50
16666,15417,100,925980,1020,60
14285,13229,100,927010,1050,70
12500,11572,100,926720,1040,80
11111,10276,100,925830,1080,90
10000,9242,100,925100,1000,100
