txns,ours (s),plume (s)
50000,0.975564,10.945799
60000,1.249786,12.381315
70000,1.589007,14.75671
80000,2.001373,16.559904
90000,2.261649,21.395505
100000,2.66862,26.74459
110000,3.056593,29.44341
120000,3.431468,29.902677
130000,3.857743,36.363185
140000,4.222337,46.517115
