txns,actual_txns,sessions,events,keys,ops_per_txn
50000,50000,10,303496,45612,N/A
50000,49910,20,303452,46197,N/A
50000,49738,30,302216,45767,N/A
50000,49259,40,301296,45319,N/A
50000,49032,50,299392,44875,N/A
50000,48980,60,299275,44874,N/A
50000,48900,70,298904,44834,N/A
50000,48783,80,298104,44755,N/A
50000,48775,90,298761,44991,N/A
50000,48728,100,298425,45039,N/A
