txns,actual_txns,sessions,events,keys,ops_per_txn
1024,1006,50,8376,3183,N/A
2048,2011,50,15807,5271,N/A
4096,4025,50,28966,8170,N/A
8192,8030,50,53620,12192,N/A
16384,16049,50,101804,18788,N/A
32768,32139,50,198652,31660,N/A
65536,64220,50,390492,57220,N/A
131072,128430,50,774226,108938,N/A
262144,257261,50,1548254,211181,N/A
524288,515325,50,3088292,417025,N/A
1048576,1029093,50,6162204,827140,N/A
