txns,actual_txns,sessions,events,keys,ops_per_txn
1024,1011,100,8556,3504,N/A
2048,2017,100,15402,5765,N/A
4096,3977,100,29193,9446,N/A
8192,8045,100,55002,14351,N/A
16384,16035,100,106956,21971,N/A
32768,32100,100,217777,34869,N/A
65536,64297,100,461582,59015,N/A
131072,128850,100,1002036,102134,N/A
262144,257920,100,2159484,180527,N/A
524288,516497,100,4545643,318296,N/A
1048576,1033128,100,9255091,556942,N/A
