txns,ours (s),plume (s)
1024,0.084263,1.781151
2048,0.183228,2.446952
4096,0.274039,3.476852
8192,0.585881,5.41817
16384,1.196358,9.533833
32768,2.47566,17.394663
65536,5.223524,56.745173
131072,10.181247,142.672992
262144,21.595524,582.965751
524288,44.879675,1620.813827
1048576,97.201536,DNF
