#txns,ours (s),plume (s)
1024,0.025717,0.854192
2048,0.043113,1.210471
4096,0.070345,1.58788
8192,0.123128,2.362956
16384,0.204917,3.036634
32768,0.398561,5.609478
65536,0.769745,10.258441
131072,1.755184,30.273341
262144,3.926184,84.324642
524288,8.43818,432.97161
1048576,18.140068,1471.846128
