#txns,ours (s),plume (s)
1024,0.02228,0.856867
2048,0.038924,1.301587
4096,0.068643,1.572377
8192,0.116265,2.294632
16384,0.191769,3.493134
32768,0.318728,6.975391
65536,0.601536,16.52458
131072,1.135532,64.545055
262144,2.374205,177.195948
524288,4.917187,668.331986
1048576,10.09159,2154.791754
