txns,ours (s),plume (s)
1024,0.125541,1.749116
2048,0.190721,2.487455
4096,0.288671,3.864645
8192,0.625415,6.123915
16384,1.195018,10.218171
32768,2.498052,20.598652
65536,5.453162,57.824394
131072,10.39587,135.655233
262144,22.254935,640.295075
524288,46.628136,1742.585146
1048576,100.841867,DNF
