txns,ours (s),plume (s)
1024,0.081308,1.838584
2048,0.156654,2.498922
4096,0.294332,4.13599
8192,0.586227,6.227737
16384,1.155654,11.20398
32768,2.518019,27.3866
65536,5.170942,67.826744
131072,10.077195,236.846809
262144,20.72576,808.097461
524288,44.0141,2723.920691
1048576,97.066996,DNF
