txns,ours (s),plume (s)
1024,0.009584,1.020542
2048,0.012614,1.460413
4096,0.020562,2.066019
8192,0.045384,2.822374
16384,0.113058,3.938965
32768,0.177093,6.381215
65536,0.362563,11.931742
131072,0.710195,24.754482
262144,1.47256,56.565998
524288,3.251789,192.69694
1048576,6.993842,695.25055
