txns,ours (s),plume (s),dbcop (s)
1024,0.042645,0.948672,0.058915
2048,0.07915,1.432732,0.674875
4096,0.101414,2.157336,38.39705
8192,0.207909,3.109575,DNR
16384,0.392066,4.624356,DNR
32768,0.768342,7.424804,DNR
65536,1.725055,13.922541,DNR
131072,3.824863,28.883145,DNR
262144,8.841901,78.267013,DNR
524288,20.916316,220.234878,DNR
1048576,57.29478,892.855729,DNR
