txns,ours (s),plume (s)
1024,0.02645,0.953514
2048,0.046275,1.379928
4096,0.081903,1.898738
8192,0.135093,2.679048
16384,0.225859,4.170959
32768,0.449943,6.517532
65536,0.866032,12.502916
131072,1.997442,33.432953
262144,4.569216,96.794787
524288,9.819761,485.866783
1048576,20.610883,1589.575111
