txns,ours (s),plume (s)
1024,0.007399,1.017745
2048,0.018219,1.187082
4096,0.026528,1.805202
8192,0.035756,2.155743
16384,0.085321,3.322851
32768,0.166666,5.73674
65536,0.265039,11.23783
131072,0.537779,35.204775
262144,1.029834,173.108467
524288,2.350787,799.204318
1048576,5.236539,2917.04708
