txns,ours (s),plume (s)
1024,0.013521,0.914482
2048,0.043469,1.298542
4096,0.081753,1.981195
8192,0.133126,3.090491
16384,0.227233,4.584184
32768,0.451001,7.32487
65536,0.862701,13.63903
131072,1.9838,35.328172
262144,4.671646,146.582572
524288,9.872948,639.14137
1048576,20.903401,3036.460517
