txns,ours (s),plume (s)
1024,0.026697,0.927033
2048,0.046424,1.340866
4096,0.074666,1.899304
8192,0.128164,3.099143
16384,0.224222,4.608306
32768,0.433544,7.834422
65536,0.916182,23.181147
131072,1.967476,84.221264
262144,4.545526,642.825902
524288,9.928137,3286.412374
1048576,20.531604,DNF
