txns,ours (s),plume (s)
1024,0.021441,0.896148
2048,0.041751,1.429911
4096,0.048063,2.045832
8192,0.125227,3.109001
16384,0.203192,4.126441
32768,0.348905,8.169728
65536,0.663722,18.433989
131072,1.356549,67.584061
262144,2.814701,199.83155
524288,5.76973,681.430885
1048576,12.368428,2325.469879
