txns,ours (s),plume (s)
1024,0.062795,1.685211
2048,0.153011,2.502761
4096,0.309888,3.760596
8192,0.571134,5.561244
16384,1.163344,9.787184
32768,2.399644,25.326905
65536,5.063344,68.120458
131072,10.176883,223.424218
262144,20.671413,815.384796
524288,43.284369,2526.644171
1048576,93.363563,DNF
