txns,ours (s),plume (s),dbcop (s)
1024,0.021974,0.945557,0.08055
2048,0.029368,1.31513,1.724362
4096,0.058544,2.141574,98.430323
8192,0.09079,2.94143,DNR
16384,0.203775,4.296907,DNR
32768,0.461328,7.90075,DNR
65536,1.087358,26.946868,DNR
131072,2.928011,114.989965,DNR
262144,7.997804,549.235561,DNR
524288,18.04337,1953.912582,DNR
1048576,38.037161,DNF,DNR
