#txns,ours (s),plume (s)
1024,0.01616,0.904355
2048,0.021844,1.195775
4096,0.072498,1.6275
8192,0.111426,2.286729
16384,0.176087,3.158309
32768,0.380874,6.597911
65536,0.793811,24.723853
131072,1.718255,116.413159
262144,3.884179,552.382068
524288,8.317092,1993.987002
1048576,18.061647,DNF
