txns,ours (s),plume (s)
1024,0.025235,0.831748
2048,0.046158,1.324639
4096,0.082762,1.933751
8192,0.132677,2.658108
16384,0.183538,4.314897
32768,0.394058,6.778072
65536,0.742702,12.662355
131072,1.568864,37.218948
262144,3.336459,185.361068
524288,6.798664,760.27505
1048576,13.806305,2807.532081
