database,script,txns,sessions,events,keys,ours (s),plume (s),ours (res),plume (res)
rocksdb,tpcc,12500,50,439647,129604,0.640282,6.668321,C,C
rocksdb,tpcc,26522,50,878953,223330,1.267774,11.155357,C,C
rocksdb,tpcc,50249,50,1626739,378330,2.666712,23.624833,C,C
rocksdb,tpcc,100953,50,3158112,648215,5.636056,52.729141,C,C
rocksdb,tpcc,200737,50,6078822,1109997,12.029017,150.415316,C,C
rocksdb,tpcc,397846,50,11775896,1924531,23.123274,692.264021,C,C
rocksdb,tpcc,798136,50,23186820,3425154,47.032177,2134.50918,C,C
rocksdb,tpcc,1596227,50,45686404,6225035,100.258176,DNF,C,N/A
postgres,rubis,1006,50,8463,3218,0.026913,1.020542,C,C
postgres,rubis,2023,50,15870,5350,0.03191,1.460413,C,C
postgres,rubis,4021,50,29261,8296,0.072319,2.066019,C,C
postgres,rubis,8049,50,53847,12123,0.138377,2.822374,C,C
postgres,rubis,16056,50,102479,18799,0.22145,3.938965,C,C
postgres,rubis,32179,50,198370,31716,0.39519,6.381215,C,C
postgres,rubis,64294,50,391158,57174,0.746293,11.931742,C,C
postgres,rubis,128614,50,776478,108531,1.562642,24.754482,C,C
postgres,rubis,257149,50,1545510,211002,3.215898,56.565998,C,C
postgres,rubis,514379,50,3081473,416560,6.627319,192.69694,C,C
postgres,rubis,1028690,50,6165842,825181,13.263007,695.25055,C,C
cockroachdb,tpcc,1870,50,72987,28939,0.100352,1.982299,C,C
cockroachdb,tpcc,3161,50,126690,47788,0.16111,2.736097,C,C
cockroachdb,tpcc,6811,50,245401,80141,0.341651,4.164703,C,C
cockroachdb,tpcc,14590,50,488660,135338,0.747056,6.714549,C,C
cockroachdb,tpcc,28630,50,917753,228931,1.347623,12.615176,C,C
cockroachdb,tpcc,56148,50,1763153,398690,2.797142,24.836817,C,C
cockroachdb,tpcc,114125,50,3433898,678735,6.123248,55.006127,C,C
cockroachdb,tpcc,225014,50,6636934,1177961,12.934815,158.718096,C,C
cockroachdb,tpcc,450710,50,12973823,2062582,26.322255,550.838206,C,C
cockroachdb,tpcc,905587,50,25620662,3687906,54.246532,5427.559463,C,C
cockroachdb,tpcc,1812223,50,50577782,6730354,109.209509,DNF,C,N/A
cockroachdb,twitter,1017,50,8634,3506,0.015558,1.03739,C,C
cockroachdb,twitter,2034,50,16044,5929,0.046238,1.310633,C,C
cockroachdb,twitter,4062,50,29111,9410,0.082714,1.882546,C,C
cockroachdb,twitter,8113,50,55227,14528,0.134587,2.66601,C,C
cockroachdb,twitter,16232,50,107794,21879,0.194655,4.411502,C,C
cockroachdb,twitter,32477,50,221284,35272,0.434161,7.86396,C,C
cockroachdb,twitter,64908,50,463516,59984,0.866259,25.97166,C,C
cockroachdb,twitter,130157,50,1004606,103341,1.993787,117.765504,C,C
cockroachdb,twitter,259670,50,2158566,181912,4.654512,547.21552,C,C
cockroachdb,twitter,519776,50,4548563,318776,10.10973,2073.76832,C,C
cockroachdb,twitter,1039604,50,9245578,558361,21.328297,DNF,C,N/A
rocksdb,tpcc,1402,100,58559,24485,0.081308,1.838584,C,C
rocksdb,tpcc,3108,100,120505,45970,0.156654,2.498922,C,C
rocksdb,tpcc,5817,100,215210,71084,0.294332,4.13599,C,C
rocksdb,tpcc,11843,100,404052,117098,0.586227,6.227737,C,C
rocksdb,tpcc,24477,100,789709,199965,1.155654,11.20398,C,C
rocksdb,tpcc,48217,100,1507931,341553,2.518019,27.3866,C,C
rocksdb,tpcc,95045,100,2881027,582563,5.170942,67.826744,C,C
rocksdb,tpcc,188674,100,5604325,1004556,10.077195,236.846809,C,C
rocksdb,tpcc,377636,100,10893963,1732496,20.72576,808.097461,C,C
rocksdb,tpcc,756092,100,21426307,3066796,44.0141,2723.920691,C,C
rocksdb,tpcc,1514105,100,42274017,5541737,97.066996,DNF,C,N/A
