txns,ours (s),plume (s)
1024,0.048861,1.940436
2048,0.097594,2.618871
4096,0.177826,4.367692
8192,0.303606,7.001254
16384,0.526807,11.566914
32768,1.181514,23.002843
65536,2.622886,49.929521
131072,5.497082,204.848887
262144,10.932114,582.597595
524288,23.086685,3271.816493
1048576,56.763186,DNF
