txns,ours (s),plume (s)
1024,0.009351,0.999286
2048,0.019225,1.390424
4096,0.028966,1.877522
8192,0.063143,3.045055
16384,0.090471,4.60598
32768,0.208333,7.517483
65536,0.368194,16.985276
131072,0.685376,39.17912
262144,1.498074,232.720993
524288,3.381734,1085.855774
1048576,6.716379,3131.838601
