#txns,ours (s),plume (s)
1024,0.1303,1.884953
2048,0.185344,2.392675
4096,0.359245,3.792269
8192,0.693833,5.700498
16384,1.2937,10.495065
32768,2.764473,22.555583
65536,5.925648,55.44313
131072,12.479173,142.081608
262144,25.701922,537.381589
