#txns,ours (s),plume (s)
1024,0.0267,0.91852
2048,0.033661,1.445356
4096,0.077505,2.109278
8192,0.120326,2.996171
16384,0.224623,4.430911
32768,0.404398,6.924541
65536,0.731749,16.520784
131072,1.50494,39.704122
262144,3.183862,236.854319
