#txns,ours (s),plume (s)
1024,0.025582,0.82629
2048,0.044444,1.18341
4096,0.072684,1.638274
8192,0.124981,2.238819
16384,0.209492,3.205953
32768,0.364422,5.331298
65536,0.67057,9.930619
131072,1.290543,19.04731
262144,2.653587,64.297056
