#txns,ours (s),plume (s)
1024,0.026402,0.932686
2048,0.047094,1.467729
4096,0.08172,1.896435
8192,0.133632,2.758455
16384,0.212097,4.410565
32768,0.375121,7.055532
65536,0.736188,12.631481
131072,1.488042,28.424358
262144,3.139744,88.854926
