#txns,ours (s),plume (s)
1024,0.02557,0.866141
2048,0.042385,1.199869
4096,0.076107,1.696413
8192,0.123713,2.329608
16384,0.166977,3.522963
32768,0.320804,5.435917
65536,0.670159,13.625356
131072,1.277016,33.215334
262144,2.632416,217.843037
